Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS_Automobile,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking,NObeyesdad,Obesity_Level,Obese_Binary
1,20,1.7676,56.307,1,1,2.362918,4.0,1,0,2.358,0,2.0,0.94,0,1,0,0,0,0,Insufficient_Weight,0,0
1,18,1.8834,60.0,1,1,3.0,3.626815,1,0,2.0,0,2.012,0.456,0,1,0,0,0,0,Insufficient_Weight,0,0
1,18,1.8247,58.621,1,1,2.14084,4.0,1,0,2.931,0,2.0,1.164,0,1,0,0,0,0,Insufficient_Weight,0,0
1,18,1.8401,60.0,1,1,3.0,4.0,1,0,2.0,0,2.0,0.0,0,1,0,0,0,0,Insufficient_Weight,0,0
1,17,1.8196,58.325,1,1,2.5596,4.0,1,0,2.0,0,2.0,0.331,0,1,0,0,0,0,Insufficient_Weight,0,0
1,17,1.7986,59.613,1,1,2.336044,4.0,1,0,2.0,0,2.0,0.133,0,1,0,0,0,0,Insufficient_Weight,0,0
1,18,1.7108,50.925,1,1,2.0,3.0,1,0,2.0,0,0.0,1.594,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7065,51.122,1,1,2.0,3.0,1,0,2.0,0,0.0,1.329,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7167,51.149,1,1,1.813234,3.0,1,0,1.275,0,0.52,1.674,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5554,44.189,0,0,2.724285,3.0,2,0,1.0,1,1.07,0.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.6039,45.0,0,0,3.0,3.0,2,0,1.282,1,1.602,0.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.6021,45.0,0,0,3.0,3.0,2,0,2.876,1,1.259,0.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5378,42.0,0,1,3.0,1.0,2,0,1.388,0,0.0,0.466,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5384,42.0,0,1,2.71897,1.473088,2,0,1.165,0,1.236,0.931,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5209,42.0,0,1,3.0,1.0,2,0,1.849,0,0.0,0.745,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7178,51.732,1,1,1.133844,3.0,1,0,1.325,0,0.228,1.708,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7534,54.122,1,1,2.0,3.16645,1,0,2.279,0,1.839,2.0,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7016,50.158,1,1,1.757466,3.0,1,0,1.154,0,0.834,1.616,1,0,0,0,1,0,Insufficient_Weight,0,0
1,20,1.7534,54.997,1,1,2.0,3.494849,1,0,2.977,0,1.949,2.0,0,0,0,0,1,0,Insufficient_Weight,0,0
0,22,1.672,49.981,1,1,2.979383,3.0,2,0,2.976,0,0.945,1.242,0,0,0,0,1,0,Insufficient_Weight,0,0
0,22,1.5938,44.05,0,0,3.0,2.99321,2,0,2.703,0,1.967,0.0,0,0,0,0,1,0,Insufficient_Weight,0,0
0,23,1.5848,44.377,0,0,2.204914,2.127797,2,0,2.12,0,0.996,0.0,0,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.6003,45.0,0,0,3.0,3.0,2,0,2.949,1,1.296,0.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,21,1.5493,41.557,0,1,2.927218,1.0,2,0,1.0,0,0.0,0.277,1,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.5344,41.965,0,1,2.88853,1.0,2,0,1.0,0,0.0,0.196,1,0,0,0,1,0,Insufficient_Weight,0,0
0,21,1.7255,49.816,1,0,2.890535,3.90779,2,0,1.109,0,1.549,0.555,0,0,0,0,1,0,Insufficient_Weight,0,0
1,20,1.8689,63.2,1,1,3.0,3.699594,1,0,2.826,0,1.7,0.071,1,1,0,0,0,0,Insufficient_Weight,0,0
0,21,1.6869,51.256,1,1,3.0,3.179995,2,0,1.91,0,0.481,0.625,0,0,0,0,1,0,Insufficient_Weight,0,0
0,18,1.5898,40.203,0,1,2.0,1.075553,1,0,1.0,0,0.127,1.679,1,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.6532,49.026,0,0,2.530066,3.0,1,0,1.965,0,2.0,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,23,1.7401,53.657,1,1,2.241606,3.0,2,0,1.847,0,2.46,0.815,0,0,0,0,1,0,Insufficient_Weight,0,0
0,18,1.7,50.0,0,1,1.003566,3.238258,2,0,1.015,0,0.784,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,35,1.6891,50.0,1,1,2.652779,3.804944,2,0,1.601,0,0.175,0.097,0,0,0,0,1,0,Insufficient_Weight,0,0
1,16,1.6912,50.0,0,1,2.0,1.630846,1,0,2.976,0,0.549,0.369,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7885,51.553,0,1,2.897899,3.0,1,0,1.836,0,1.163,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
1,17,1.8112,58.831,1,1,2.483979,3.762778,1,0,2.0,0,2.0,0.93,0,1,0,0,0,0,Insufficient_Weight,0,0
0,17,1.8301,43.535,0,1,2.945967,3.0,1,0,2.953,0,2.831,1.467,1,0,0,0,1,0,Insufficient_Weight,0,0
1,17,1.7828,56.029,1,1,2.0,4.0,1,0,2.285,0,2.0,1.163,0,1,0,0,0,0,Insufficient_Weight,0,0
0,23,1.7517,55.968,1,1,2.478891,3.371832,2,0,2.004,0,2.0,0.327,0,0,0,0,1,0,Insufficient_Weight,0,0
0,18,1.7866,50.0,0,1,2.784464,4.0,1,0,1.0,0,2.0,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.7137,50.0,0,1,1.005578,4.0,2,0,1.0,0,1.684,0.705,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5404,42.006,0,0,2.938031,2.705445,2,0,1.334,1,1.877,0.371,1,0,0,0,1,0,Insufficient_Weight,0,0
1,17,1.8967,59.895,1,1,2.842102,3.34175,1,0,2.0,0,2.511,0.56,0,1,0,0,0,0,Insufficient_Weight,0,0
0,23,1.7101,50.08,1,1,2.0,3.0,2,0,2.686,0,0.373,2.0,0,0,0,0,1,0,Insufficient_Weight,0,0
0,18,1.7042,50.632,0,1,2.0,3.0,1,0,2.0,0,0.0,1.526,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5566,39.695,0,1,1.889199,2.217651,1,0,2.014,0,2.075,1.683,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.8454,60.0,1,1,3.0,4.0,1,0,2.0,0,2.0,0.0,0,1,0,0,0,0,Insufficient_Weight,0,0
1,17,1.8346,59.991,1,1,2.943749,4.0,1,0,2.0,0,2.0,0.129,0,1,0,0,0,0,Insufficient_Weight,0,0
1,18,1.7219,52.514,1,1,2.33998,3.0,1,0,2.0,0,0.027,1.884,1,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.6055,44.661,0,0,3.0,2.893778,2,0,1.0,1,0.77,0.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5303,42.0,0,1,3.0,1.0,2,0,1.955,0,0.0,0.908,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7189,52.058,1,1,1.950742,3.0,1,0,1.752,0,0.201,1.743,1,0,0,0,1,0,Insufficient_Weight,0,0
1,20,1.7563,54.982,1,1,2.277436,3.502604,1,0,2.892,0,1.696,1.895,0,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7703,55.695,1,1,2.0,4.0,1,0,2.37,0,2.0,1.612,0,1,0,0,0,0,Insufficient_Weight,0,0
0,21,1.7675,56.266,1,1,2.371338,3.998766,2,0,2.263,0,2.0,0.844,0,0,0,0,1,0,Insufficient_Weight,0,0
0,22,1.7042,51.438,1,1,2.984425,3.0,2,0,2.045,0,2.008,1.251,0,0,0,0,1,0,Insufficient_Weight,0,0
0,21,1.6679,49.804,1,1,2.977018,3.193671,2,0,2.483,0,2.0,1.0,0,0,0,0,1,0,Insufficient_Weight,0,0
0,23,1.7225,51.881,1,1,2.663421,3.0,2,0,1.041,0,0.794,1.392,0,0,0,0,1,0,Insufficient_Weight,0,0
0,22,1.588,44.236,0,0,3.0,1.69608,2,0,2.55,0,1.099,0.0,0,0,0,0,1,0,Insufficient_Weight,0,0
0,23,1.5986,42.994,0,0,2.753752,2.812377,2,0,2.347,0,1.612,0.0,0,0,0,0,1,0,Insufficient_Weight,0,0
0,22,1.5924,44.009,0,0,3.0,1.612747,2,0,2.567,0,1.19,0.0,0,0,0,0,1,0,Insufficient_Weight,0,0
0,21,1.5558,42.36,0,0,2.318355,1.082304,2,0,1.22,0,0.033,0.0,0,0,0,0,1,0,Insufficient_Weight,0,0
0,23,1.5965,44.595,0,0,2.594653,1.882158,2,0,1.917,0,0.417,0.0,0,0,0,0,1,0,Insufficient_Weight,0,0
0,22,1.5984,44.918,0,0,2.886157,2.326233,2,0,2.307,0,1.422,0.0,0,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.6333,45.0,0,1,3.0,3.0,1,0,2.925,1,1.353,0.22,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5596,42.126,0,1,3.0,1.989398,1,0,2.242,0,0.206,0.284,0,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5466,42.07,0,1,3.0,1.735493,1,0,2.319,0,1.193,0.746,0,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.5665,41.706,0,1,2.967853,1.0,2,0,1.131,0,0.0,0.504,1,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.5995,44.811,0,0,3.0,2.974568,2,0,1.146,1,0.88,0.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.5592,41.953,0,1,2.619835,1.0,2,0,1.199,0,0.0,0.751,1,0,0,0,1,0,Insufficient_Weight,0,0
0,21,1.5234,42.0,0,1,3.0,1.0,2,0,1.185,0,0.0,0.077,1,0,0,0,1,0,Insufficient_Weight,0,0
0,22,1.6894,51.108,1,1,3.0,3.715118,2,0,1.775,0,0.103,0.646,0,0,0,0,1,0,Insufficient_Weight,0,0
0,21,1.7375,50.479,1,1,3.0,3.489918,2,0,1.327,0,0.792,0.128,0,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.7321,50.0,0,1,1.053534,3.378859,1,0,1.0,0,1.853,0.862,1,0,0,0,1,0,Insufficient_Weight,0,0
1,22,1.8691,61.411,1,1,3.0,3.263201,1,0,2.233,0,1.558,0.0,1,1,0,0,0,0,Insufficient_Weight,0,0
1,19,1.8511,61.265,1,1,3.0,3.994588,1,0,2.549,0,1.286,0.267,1,1,0,0,0,0,Insufficient_Weight,0,0
1,21,1.7873,58.585,1,1,2.530233,3.24934,1,0,2.388,0,1.976,1.673,0,1,0,0,0,0,Insufficient_Weight,0,0
1,18,1.7878,52.0,1,1,3.0,3.0,1,0,2.0,0,0.854,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,22,1.7125,51.711,1,1,2.8813,3.087544,2,0,1.248,0,1.952,0.427,0,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.6989,51.692,1,1,2.824559,3.0,1,0,2.0,0,0.533,1.1,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5336,41.669,0,1,2.762325,1.163666,1,0,1.305,0,0.253,1.001,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.568,41.934,0,1,2.070964,1.0,1,0,1.677,0,0.0,1.719,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5443,41.535,0,1,2.68601,1.0,1,0,1.31,0,0.0,1.065,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.6706,49.804,0,1,2.794197,3.409363,1,0,1.543,0,2.0,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.6763,49.105,0,0,2.720701,3.0,1,0,2.0,0,1.862,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.6674,49.126,0,0,2.880792,3.281391,1,0,1.96,0,1.513,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,22,1.7001,50.173,1,1,2.674431,3.0,2,0,2.453,0,1.322,1.991,0,0,0,0,1,0,Insufficient_Weight,0,0
1,20,1.7563,54.567,1,1,2.0,3.98525,1,0,2.654,0,2.113,2.0,0,0,0,0,1,0,Insufficient_Weight,0,0
0,23,1.7036,51.607,1,1,2.55996,3.0,2,0,1.991,0,0.486,1.561,0,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.6907,49.896,0,1,1.212908,3.207071,1,0,1.03,0,2.0,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,18,1.7136,50.0,0,1,1.140615,3.471536,1,0,1.0,0,2.0,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.6723,49.714,0,1,2.562409,3.488342,1,0,1.671,0,2.0,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,27,1.6604,49.558,1,1,2.004146,3.443456,2,0,2.021,0,1.079,1.267,0,0,0,0,1,0,Insufficient_Weight,0,0
0,25,1.6304,46.063,1,1,2.690754,3.03779,2,0,2.212,0,1.617,0.0,0,0,0,0,1,0,Insufficient_Weight,0,0
0,23,1.6554,50.425,1,1,3.0,3.642802,2,0,1.995,0,0.118,0.066,0,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7329,51.216,0,1,2.051283,2.645858,1,0,2.358,0,0.291,0.898,1,0,0,0,1,0,Insufficient_Weight,0,0
0,17,1.744,50.0,0,1,2.19005,3.420618,1,0,1.356,0,1.352,0.985,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.758,52.094,0,1,2.21498,2.64155,1,0,2.121,0,0.998,0.859,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7868,51.524,0,1,2.91548,3.0,1,0,1.777,0,1.077,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7671,51.133,1,1,2.708965,3.0,1,0,1.873,0,1.217,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.6994,52.087,1,1,2.853513,3.0,1,0,2.0,0,0.68,1.259,1,0,0,0,1,0,Insufficient_Weight,0,0
1,17,1.8252,58.914,1,1,2.580872,3.887906,1,0,2.0,0,2.0,0.454,0,1,0,0,0,0,Insufficient_Weight,0,0
1,20,1.7933,58.195,1,1,2.508835,3.435905,1,0,2.077,0,2.027,1.443,0,1,0,0,0,0,Insufficient_Weight,0,0
1,19,1.777,57.276,1,1,2.0,3.747163,1,0,2.576,0,2.0,1.844,0,1,0,0,0,0,Insufficient_Weight,0,0
0,19,1.6095,42.657,0,1,2.896562,2.625475,1,0,2.84,1,1.95,1.253,0,0,0,0,1,0,Insufficient_Weight,0,0
0,17,1.7779,44.762,0,1,2.911877,3.098399,1,0,2.196,0,2.328,1.55,1,0,0,0,1,0,Insufficient_Weight,0,0
0,17,1.7109,45.249,0,1,2.910733,3.12544,1,0,2.204,0,2.408,1.403,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.8542,59.881,1,1,2.966126,3.96981,1,0,2.0,0,2.0,0.379,0,1,0,0,0,0,Insufficient_Weight,0,0
1,17,1.8215,59.605,1,1,2.613249,3.712183,1,0,2.0,0,2.003,0.175,0,1,0,0,0,0,Insufficient_Weight,0,0
1,20,1.7621,55.511,1,1,2.0,4.0,1,0,2.542,0,2.0,1.807,0,1,0,0,0,0,Insufficient_Weight,0,0
0,23,1.7323,54.836,1,1,3.0,3.0,2,0,2.004,0,1.26,0.417,0,0,0,0,1,0,Insufficient_Weight,0,0
1,21,1.7599,55.003,1,1,2.627031,3.832911,1,0,2.993,0,2.0,1.426,0,0,0,0,1,0,Insufficient_Weight,0,0
0,23,1.7414,54.877,1,1,3.0,3.0,2,0,2.01,0,2.0,0.071,0,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.7312,49.651,0,1,2.919751,3.576103,1,0,1.949,0,1.94,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,17,1.7482,49.928,0,1,2.494451,3.56544,1,0,1.491,0,1.951,0.956,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.7569,49.7,0,1,1.69427,3.266644,1,0,1.095,0,2.0,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,18,1.7014,50.088,0,1,1.601236,3.433908,1,0,1.055,0,0.819,1.031,1,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.7,49.983,0,1,1.204855,3.531038,1,0,1.135,0,2.0,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,18,1.7233,50.0,0,1,1.052699,3.998618,2,0,1.0,0,2.0,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5859,42.542,0,0,2.910345,3.0,2,0,1.0,1,1.461,0.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,21,1.5249,42.0,0,1,2.866383,1.226342,2,0,1.0,0,0.145,0.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5234,42.0,0,1,2.913486,1.060796,2,0,1.596,0,0.109,0.773,1,0,0,0,1,0,Insufficient_Weight,0,0
1,17,1.8447,59.314,1,1,2.432886,3.0,1,0,2.0,0,2.698,1.0,0,1,0,0,0,0,Insufficient_Weight,0,0
1,17,1.8533,59.619,1,1,2.883745,3.595761,1,0,2.0,0,2.078,0.715,0,1,0,0,0,0,Insufficient_Weight,0,0
1,18,1.8547,59.209,1,1,2.707666,3.737914,1,0,2.027,0,2.009,0.614,0,1,0,0,0,0,Insufficient_Weight,0,0
0,21,1.7206,50.0,1,1,2.919584,3.697831,2,0,1.147,0,0.993,0.089,0,0,0,0,1,0,Insufficient_Weight,0,0
0,22,1.7042,50.166,1,1,2.969205,3.21043,2,0,2.766,0,0.611,1.301,0,0,0,0,1,0,Insufficient_Weight,0,0
0,22,1.7175,51.492,1,1,2.486189,3.0,2,0,1.064,0,2.206,1.958,0,0,0,0,1,0,Insufficient_Weight,0,0
0,18,1.7084,50.0,0,1,1.642241,3.45259,1,0,1.099,0,0.419,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,18,1.7635,50.279,0,1,1.567101,3.0,1,0,1.994,0,0.108,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,18,1.7,50.0,0,1,1.036414,3.205587,1,0,1.746,0,0.116,1.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.574,41.22,0,1,1.649974,1.513835,1,0,1.55,0,0.228,1.973,1,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.5377,39.102,0,1,1.118436,3.0,1,0,1.998,0,2.432,1.626,1,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.5342,41.269,0,1,2.673638,2.779379,2,0,1.249,0,0.043,0.404,1,0,0,0,1,0,Insufficient_Weight,0,0
1,20,1.7603,55.371,1,1,2.120185,4.0,1,0,2.582,0,2.0,1.511,0,1,0,0,0,0,Insufficient_Weight,0,0
1,18,1.8419,60.0,1,1,3.0,3.732126,1,0,2.0,0,2.001,0.385,0,1,0,0,0,0,Insufficient_Weight,0,0
1,18,1.8564,58.674,1,1,2.34222,3.937099,1,0,2.312,0,2.013,1.128,0,1,0,0,0,0,Insufficient_Weight,0,0
1,18,1.8291,59.933,1,1,2.86099,4.0,1,0,2.0,0,2.0,0.008,0,1,0,0,0,0,Insufficient_Weight,0,0
1,17,1.8221,58.443,1,1,2.559571,3.047959,1,0,2.0,0,2.012,0.589,0,1,0,0,0,0,Insufficient_Weight,0,0
1,17,1.8067,59.244,1,1,2.424977,4.0,1,0,2.0,0,2.0,0.039,0,1,0,0,0,0,Insufficient_Weight,0,0
1,18,1.7073,50.664,1,1,1.786841,3.0,1,0,1.547,0,0.512,1.608,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7081,51.315,1,1,1.303878,3.0,1,0,1.755,0,0.063,1.673,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7393,50.951,1,1,1.889883,3.0,1,0,1.96,0,0.52,1.151,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.574,44.316,0,0,2.984004,3.0,2,0,1.015,1,1.328,0.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5809,44.754,0,0,3.0,2.975362,2,0,1.247,1,0.98,0.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.6034,45.0,0,0,3.0,3.0,2,0,2.488,1,1.23,0.0,1,0,0,0,1,0,Insufficient_Weight,0,0
0,20,1.5354,42.0,0,1,3.0,1.0,2,0,1.497,0,0.0,0.513,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5316,42.0,0,1,2.749268,1.394539,2,0,1.322,0,0.464,0.801,1,0,0,0,1,0,Insufficient_Weight,0,0
0,19,1.5257,42.0,0,1,3.0,1.0,2,0,1.764,0,0.0,0.561,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7198,52.29,1,1,1.202075,3.0,1,0,1.928,0,0.024,1.747,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7225,53.784,1,1,2.0,3.131032,1,0,2.072,0,1.488,2.0,1,0,0,0,1,0,Insufficient_Weight,0,0
1,18,1.7387,50.249,1,1,1.871213,3.0,1,0,1.284,0,0.685,1.487,1,0,0,0,1,0,Insufficient_Weight,0,0
1,27,1.8163,86.964,0,1,2.341133,1.578521,1,0,2.0,0,2.0,0.554,0,1,0,0,0,0,Overweight_Level_I,2,0
1,21,1.6381,70.0,0,1,2.0,1.0,0,0,2.116,0,0.771,0.0,1,0,0,0,1,0,Overweight_Level_I,2,0
1,25,1.8137,85.638,0,1,1.450218,3.985442,1,0,2.148,0,0.047,1.0,0,1,0,0,0,0,Overweight_Level_I,2,0
1,22,1.6972,75.577,1,1,2.204914,3.623364,1,0,1.815,0,0.989,0.0,1,0,0,0,1,0,Overweight_Level_I,2,0
1,21,1.6175,68.87,0,1,1.206276,3.0,0,0,2.407,0,0.95,0.479,1,0,0,0,1,0,Overweight_Level_I,2,0
1,19,1.8555,88.966,1,1,2.0,3.0,1,0,1.016,0,0.0,0.375,1,0,0,0,1,0,Overweight_Level_I,2,0
0,42,1.7219,82.92,0,1,2.81646,3.36313,1,0,2.722,0,3.0,0.266,1,1,0,0,0,0,Overweight_Level_I,2,0
1,21,1.8554,86.413,1,1,2.0,3.0,1,0,1.345,0,1.098,1.0,1,0,0,0,1,0,Overweight_Level_I,2,0
1,22,1.6963,75.0,1,1,2.0,3.0,1,0,1.826,0,0.7,0.142,1,0,0,0,1,0,Overweight_Level_I,2,0
0,19,1.7516,80.0,1,1,2.0,1.73762,1,0,2.208,0,2.641,0.707,2,0,0,0,1,0,Overweight_Level_I,2,0
1,24,1.6983,75.0,1,1,2.0,3.0,1,0,2.0,0,0.346,1.416,1,0,0,0,1,0,Overweight_Level_I,2,0
0,34,1.643,74.803,1,0,3.0,1.146052,1,0,1.074,0,0.68,0.0,1,1,0,0,0,0,Overweight_Level_I,2,0
0,22,1.6137,68.127,1,1,1.758394,3.981997,1,0,2.174,0,0.92,1.358,1,0,0,0,1,0,Overweight_Level_I,2,0
1,21,1.6054,68.227,0,1,2.0,1.9154,0,0,3.0,0,1.0,0.0,1,0,0,0,1,0,Overweight_Level_I,2,0
0,35,1.5298,62.904,0,1,2.0,2.105616,1,0,1.457,0,0.0,0.997,1,1,0,0,0,0,Overweight_Level_I,2,0
0,37,1.55,62.338,1,1,2.392665,3.0,1,0,2.951,0,0.0,0.369,1,1,0,0,0,0,Overweight_Level_I,2,0
0,22,1.7313,78.176,1,1,2.577427,1.0,1,0,2.0,0,2.287,0.0,1,0,0,0,1,0,Overweight_Level_I,2,0
1,23,1.6292,70.0,0,1,2.0,1.0,0,0,2.803,0,0.245,0.0,1,0,0,0,1,0,Overweight_Level_I,2,0
0,31,1.6335,68.804,1,1,2.052152,3.0,1,0,1.972,0,0.228,0.0,1,1,0,0,0,0,Overweight_Level_I,2,0
1,21,1.7524,79.11,1,1,3.0,1.0,1,0,2.0,0,2.572,0.0,1,1,0,0,0,0,Overweight_Level_I,2,0
1,20,1.8182,85.833,1,1,2.954996,3.714833,1,0,2.431,0,2.546,0.47,1,0,0,0,1,0,Overweight_Level_I,2,0
1,20,1.8091,85.0,1,1,3.0,3.0,1,0,2.229,0,1.608,0.628,1,0,0,0,1,0,Overweight_Level_I,2,0
1,21,1.7095,75.0,1,1,2.0,3.0,1,0,2.844,0,2.022,0.009,1,0,0,0,1,0,Overweight_Level_I,2,0
1,21,1.6071,67.722,1,1,2.0,3.691226,0,0,3.0,0,1.228,0.335,1,0,0,0,1,0,Overweight_Level_I,2,0
0,23,1.7189,75.951,1,1,2.0,3.0,2,0,2.0,0,0.0,2.0,1,0,0,0,1,0,Overweight_Level_I,2,0
1,20,1.8314,89.653,1,1,2.555401,3.292386,1,0,3.0,0,2.0,0.316,1,0,0,0,1,0,Overweight_Level_I,2,0
0,22,1.6,66.401,1,1,2.108711,3.0,1,0,2.746,0,1.91,0.0,1,0,0,0,1,0,Overweight_Level_I,2,0
0,21,1.7548,77.929,1,1,2.915279,1.104642,1,0,1.53,0,1.361,0.0,1,0,0,0,1,0,Overweight_Level_I,2,0
1,18,1.7784,80.274,1,1,1.570089,3.0,1,0,2.0,0,2.708,0.0,0,0,0,0,1,0,Overweight_Level_I,2,0
1,21,1.7096,75.0,1,1,2.0,3.0,1,0,1.636,0,1.0,0.0,1,0,0,0,1,0,Overweight_Level_I,2,0
0,29,1.6746,71.603,1,1,2.0,3.0,1,0,1.702,0,1.682,0.0,1,1,0,0,0,0,Overweight_Level_I,2,0
1,26,1.7553,82.229,1,1,1.94313,3.559841,1,0,2.368,0,0.236,0.88,1,0,0,0,1,0,Overweight_Level_I,2,0
1,23,1.7081,75.0,1,1,2.714447,3.0,1,0,3.0,0,1.097,1.894,1,0,0,0,1,0,Overweight_Level_I,2,0
1,20,1.8069,85.08,1,1,2.0,3.0,1,0,2.292,0,1.068,0.197,1,0,0,0,1,0,Overweight_Level_I,2,0
0,24,1.5997,64.808,0,1,2.903545,3.0,1,0,1.55,0,0.0,0.274,1,0,0,0,1,0,Overweight_Level_I,2,0
0,33,1.7219,72.749,1,1,2.0,3.0,1,0,1.0,0,0.0,1.339,1,1,0,0,0,0,Overweight_Level_I,2,0
1,23,1.7126,75.481,1,1,3.0,3.654061,1,0,1.23,0,0.793,1.598,1,0,0,0,1,0,Overweight_Level_I,2,0
0,17,1.5513,54.932,0,1,1.75375,1.296156,1,0,2.0,1,0.11,1.945,1,0,0,0,1,0,Overweight_Level_I,2,0
0,16,1.6038,65.0,1,1,2.543563,1.0,1,0,2.0,1,0.694,1.057,1,0,0,0,1,0,Overweight_Level_I,2,0
0,24,1.5886,62.339,0,1,2.39728,2.656588,1,0,2.061,0,1.913,1.887,1,0,0,0,1,0,Overweight_Level_I,2,0
0,35,1.6735,73.194,1,0,3.0,2.809716,1,0,1.591,0,0.178,0.0,1,1,0,0,0,0,Overweight_Level_I,2,0
1,23,1.8586,88.676,1,1,2.0,2.77684,1,0,1.278,0,0.557,1.0,1,1,0,0,0,0,Overweight_Level_I,2,0
0,37,1.5939,63.321,1,1,2.37464,3.0,1,0,2.0,0,2.893,0.481,1,1,0,0,0,0,Overweight_Level_I,2,0
1,19,1.62,69.53,0,1,2.278644,1.0,1,0,2.629,0,1.0,1.285,1,0,0,0,1,0,Overweight_Level_I,2,0
0,16,1.6164,67.183,1,1,1.620845,1.0,1,0,2.0,1,0.927,1.657,0,0,0,0,1,0,Overweight_Level_I,2,0
